101	102	103	104	105	106
2	3	3	3	2	3
5	5	5	5	3	5
3	3	1	2	3	3
2	1	9999	9999	1	999
9999	9999	9999	9999	9999	999
9999	9999	9999	9999	9999	999
999	9999	9999	999	9999	999
4	2	9999	1	7	1
2	2	2	2	2	3
3	2	3	1	1	1
2	2	5	2	7	2
1	1	9999	2	9999	999
2	2	9999	9999	2	4
9999	9999	9999	9999	10	999
9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	10	999
9999	9999	9999	9999	9999	999
9999	9999	9999	9999	9999	999
1	1	1	1	1	1
9999	9999	9999	9999	9999	999
1	1	1	2	1	1
2	2	3	5	2	4
2	2	1	1	7	5
3	2	1	7	1	2
3	5	5	5	1	5
2	2	1	2	1	2
1	1	9999	5	3	3
7	7	7	7	1	1
7	7	7	7	7	1
3	3	5	2	7	5
1	1	1	1	4	1
3	3	1	1	1	3
3	3	1	3	3	3
1	4	4	4	4	4
1	1	1	1	1	1
1	1	1	1	1	1
999	9999	999	3	1	1
1	1	1	1	1	1
3	1	5	3	3	3
1	1	1	1	1	1
2	999	3	3	3	3
1	1	1	3	1	1
3	3	3	3	3	3
2	2	1	1	1	1
1	8	3	3	1	1
999	1	3	6	1	1
3	3	3	2	3	3
2	8	999	2	2	2
1	1	1	1	1	1
2	2	5	2	2	2
