101	102	103	104	105	106
1	1	1	2	1	1
4	9	9	1	4	4
4	9	4	1	4	4
4	9	9	9	9	4
3	5	1	2	1	1
1	1	1	1	1	1
1	1	3	1	1	3
1	3	1	9	4	4
1	1	1	1	1	1
4	9	4	9	4	4
3	999	1	1	1	5
3	1	3	1	1	5
3	1	1	1	5	5
999	1	1	1	1	3
3	1	1	5	5	5
3	1	1	1	1	5
3	1	9999	1	5	5
3	1	1	1	1	5
3	1	1	1	1	5
3	1	1	1	5	5
3	1	1	5	1	5
3	1	1	5	5	5
3	1	1	1	5	5
3	1	1	5	1	1
3	1	1	1	1	1
3	1	1	5	1	5
3	1	1	1	5	5
3	1	1	4	1	5
999	1	1	1	1	5
3	1	1	1	5	5
3	1	1	5	1	5
3	1	1	2	5	5
3	1	1	1	1	5
3	1	1	1	5	5
5	10	1	5	1	1
1	1	1	4	1	2
1	1	1	4	1	1
1	1	1	5	1	1
3	1	1	4	5	5
4	1	1	5	1	5
1	1	1	1	1	3
7	7	1	1	9	7
3	1	1	5	1	5
3	1	1	3	1	5
5	1	9999	2	1	5
3	1	1	4	1	5
3	1	1	1	1	5
999	4	1	4	5	1
7	4	1	4	7	5
3	1	1	5	1	5
