101	102	103	104	105	106
2	2	2	2	2	3
1	4	1	1	1	1
5	1	5	5	1	4
999	8	8	8	4	999
5	4	5	1	4	1
5	3	9999	10	3	3
2	7	3	2	2	4
2	2	3	3	3	2
5	4	4	3	4	5
2	2	4	2	3	2
3	3	3	3	2	2
10	3	3	2	2	3
5	4	4	3	4	5
2	2	3	3	2	4
5	2	5	9	5	5
2	2	2	3	5	4
5	4	4	9	4	5
2	2	3	2	2	2
2	3	3	3	2	2
2	4	9999	2	2	9
5	4	4	9	4	5
2	10	3	3	5	5
2	10	3	10	2	2
5	10	5	10	5	5
5	4	4	10	4	5
5	10	5	10	5	5
2	2	3	2	4	8
10	3	3	3	2	2
2	2	3	3	2	3
2	2	4	2	4	4
5	10	5	10	5	5
5	5	5	9	5	4
2	2	3	3	3	2
2	3	3	2	2	2
2	2	3	2	2	2
5	10	5	10	5	5
2	2	3	3	3	8
2	2	4	6	3	4
2	3	3	2	3	4
2	3	3	3	2	2
2	2	4	2	2	3
2	3	3	3	3	2
7	7	7	11	11	11
7	5	5	7	5	5
5	5	5	5	5	5
4	1	1	1	4	4
1	1	9999	1	4	1
3	3	2	3	3	3
8	8	8	8	8	9
999	9999	1	9999	9999	9999
