101	102	103	104	105	106
1	1	1	1	1	1
1	1	1	1	1	1
6	6	6	1	6	6
1	1	1	1	1	1
1	1	1	9999	1	1
2	2	2	1	9	1
2	2	2	2	8	9
1	1	1	8	1	1
1	1	1	1	1	1
1	2	1	1	1	1
1	1	1	1	1	1
2	2	2	2	2	2
1	1	1	1	1	1
1	1	9999	5	1	1
1	1	1	1	1	1
1	1	1	1	1	1
7	7	7	7	7	7
1	1	1	1	1	1
1	1	1	9999	1	1
2	2	2	1	9	2
1	1	1	1	1	1
2	2	2	2	2	2
2	2	2	1	9	2
1	1	1	9999	1	1
1	1	1	9999	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	2	2	2	9	2
2	2	2	2	9	2
1	1	1	1	1	1
2	2	2	9999	2	2
1	1	1	1	1	1
2	2	2	2	9	2
2	2	2	2	2	2
2	2	2	2	2	2
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	9999	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	2	1	1	1	1
2	2	2	2	2	2
1	1	1	1	1	1
1	1	1	9999	1	1
1	1	1	1	1	1
2	2	4	1	2	2
