101	102	103	104	105	106
3	3	1	7	3	3
999	4	4	1	4	4
6	6	999	9999	6	9999
1	7	2	3	2	3
999	1	1	5	1	1
5	6	9	3	6	6
1	4	4	1	4	3
5	7	6	6	6	3
1	2	2	4	2	2
5	6	6	6	6	5
7	3	7	7	7	7
1	7	1	1	1	1
1	3	4	1	5	3
5	5	6	5	6	9
6	6	6	999	6	6
7	7	1	5	1	3
1	1	1	1	1	2
1	9999	999	1	1	1
5	2	4	4	4	3
5	6	999	6	6	3
1	5	2	6	3	2
5	2	4	1	3	3
1	1	1	9999	1	1
5	3	3	3	9	5
1	999	4	9999	4	1
1	1	4	5	1	1
1	1	4	1	1	1
1	1	4	3	1	1
1	1	4	3	1	1
999	4	4	9999	2	4
4	4	4	4	2	4
7	1	1	1	1	1
5	3	6	5	6	3
1	1	4	1	1	1
5	5	5	7	3	3
3	1	4	1	5	7
1	1	1	1	1	1
5	5	5	5	5	5
999	9999	1	9	1	1
4	4	4	4	2	4
5	6	4	5	5	3
1	1	1	1	1	7
999	999	4	6	6	3
1	4	4	1	4	1
4	1	4	4	4	4
5	3	4	5	1	3
4	4	4	4	4	1
5	7	7	1	1	7
1	7	1	1	4	7
1	999	4	2	4	1
