101	102	103	105	107	108	
101	101	101	101	101	101	
105	105	101	105	101	105	
101	102	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	102	999	
102	102	102	101	101	102	
101	101	101	101	101	101	
102	102	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
999	102	102	101	102	999	
101	101	101	101	101	101	
101	101	101	101	101	101	
102	999	103	103	101	999	
999	102	102	101	102	999	
101	101	101	101	101	101	
999	102	102	101	101	999	
103	101	103	103	103	103	
101	101	101	101	101	101	
999	102	102	102	102	999	
103	103	103	102	103	103	
102	102	102	102	104	999	
999	103	103	103	101	103	
103	999	103	102	999	999	
101	102	101	101	101	101	
103	103	103	101	101	103	
101	101	101	101	101	101	
101	102	103	104	101	999	
101	103	103	101	103	103	
999	102	103	104	101	999	
102	101	102	102	102	102	
103	102	103	103	101	103	
101	101	101	101	101	101	
103	103	103	101	101	101	
101	101	101	101	103	101	
103	102	103	103	101	103	
103	101	103	101	103	103	
102	104	102	104	102	104	
103	103	103	103	101	103	
101	101	101	101	101	101	
101	101	101	101	101	101	
103	102	102	102	102	102	
999	102	102	101	102	101	
103	104	103	101	101	103	
102	102	102	102	102	102	
102	102	101	101	102	102	
101	101	103	101	101	999	
103	102	103	103	102	103	
103	104	103	102	102	103	
103	103	103	103	103	103	
101	102	101	102	101	101	
101	102	101	101	101	101	
105	105	101	105	105	105	
102	102	102	101	102	101	
102	102	102	102	102	999	
103	102	103	104	101	103	
103	103	103	103	103	103	
101	101	101	101	101	101	
102	102	101	101	101	101	
101	101	101	101	101	101	
103	101	103	103	103	103	
101	102	101	102	102	999	
101	102	101	101	101	101	
101	101	101	101	101	101	
102	103	103	103	103	103	
101	101	101	105	101	101	
103	103	103	103	101	103	
999	102	102	102	102	999	
102	102	101	104	101	999	
103	103	103	103	103	103	
103	102	102	102	102	999	
103	103	103	103	101	103	
103	103	103	103	103	103	
103	103	103	103	101	103	
101	104	103	104	101	103	
101	102	101	102	999	999	
999	102	102	102	102	999	
999	103	103	104	103	999	
102	101	101	101	101	101	
103	103	103	103	101	103	
999	102	102	102	102	999	
101	101	101	101	101	101	
101	101	101	101	101	101	
103	104	103	103	101	103	
102	102	102	102	102	102	
103	102	103	102	101	103	
101	103	103	104	101	999	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	102	101	101	101	101	
101	102	101	101	101	101	
101	101	101	101	101	101	
103	103	103	103	103	103	
103	103	103	103	103	103	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
101	101	101	101	101	101	
