101	102	103	105	107	108	
101	101	101	101	101	999	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
102	102	102	102	102	102	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	999	
101	101	101	101	101	999	
101	101	101	101	101	101	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	999	
101	101	101	101	101	101	
102	102	102	102	102	102	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	999	
101	101	101	101	101	999	
101	101	101	101	101	999	
101	101	999	102	999	999	
101	101	101	999	999	999	
101	101	101	101	101	999	
101	101	101	101	101	101	
102	102	101	101	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
102	102	102	102	102	102	
102	101	101	101	101	999	
101	102	101	101	101	102	
101	101	101	101	101	999	
101	101	101	999	999	999	
102	102	102	999	102	999	
101	101	101	999	101	999	
102	102	102	102	102	102	
101	101	101	101	101	101	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
101	101	101	101	101	999	
102	102	102	102	102	102	
101	101	101	101	101	999	
102	103	102	103	103	102	
102	102	102	102	101	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
101	101	101	101	101	999	
101	101	101	999	101	999	
101	101	101	101	101	999	
101	101	101	101	101	999	
102	102	102	102	103	102	
101	101	101	101	101	999	
101	101	101	101	101	999	
102	102	102	102	102	102	
101	101	101	101	101	999	
101	101	101	101	101	999	
101	102	102	102	102	102	
101	101	101	101	101	999	
102	102	102	102	102	102	
101	101	101	108	101	999	
101	101	101	999	101	101	
101	101	101	101	101	999	
102	103	102	103	103	102	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
102	103	102	103	102	102	
101	101	101	101	101	101	
101	101	101	999	101	999	
999	999	999	999	999	999	
101	101	101	101	101	999	
999	101	102	999	999	999	
102	102	102	102	102	102	
102	102	102	102	102	102	
102	102	102	102	102	102	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	999	
101	101	101	101	101	101	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
102	102	101	102	102	999	
101	101	101	101	101	101	
101	101	101	101	101	999	
102	101	101	102	102	999	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	101	101	101	101	
