101	102	103	105	107	108	
102	102	104	104	101	104	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	108	102	108	108	101	
101	108	101	108	101	101	
101	101	102	101	101	101	
101	108	101	107	107	101	
101	108	101	108	108	108	
101	108	101	108	101	101	
101	101	101	108	101	108	
102	101	102	101	101	102	
102	101	102	101	101	101	
101	108	101	108	101	108	
101	101	102	101	101	102	
102	102	102	101	101	102	
101	103	101	101	101	102	
101	109	102	103	103	109	
102	102	102	101	101	101	
101	109	102	108	108	101	
102	103	102	102	102	102	
102	102	102	101	102	102	
101	108	101	108	108	108	
102	102	102	102	102	102	
102	102	102	102	102	102	
101	108	101	108	101	108	
105	105	101	108	108	101	
103	103	103	103	103	999	
102	102	102	102	104	102	
101	101	102	102	101	101	
102	102	102	102	102	102	
102	104	102	101	111	102	
101	108	101	108	108	101	
101	102	102	102	101	102	
101	101	101	999	109	101	
101	102	102	108	102	101	
101	101	102	101	109	101	
102	102	102	102	101	102	
102	101	102	102	102	102	
102	102	102	102	102	102	
104	104	104	104	104	104	
102	109	102	102	101	102	
101	101	106	101	108	999	
102	102	102	102	102	102	
102	101	102	102	102	102	
101	101	101	101	109	102	
102	102	102	102	102	102	
101	101	101	101	101	101	
101	101	102	102	102	102	
102	102	102	102	102	102	
101	108	101	108	108	101	
101	101	102	101	101	101	
102	102	102	101	109	102	
101	101	101	101	101	108	
102	102	102	102	102	102	
102	102	102	102	102	101	
101	102	101	101	101	101	
101	102	102	102	102	101	
102	102	102	102	102	102	
101	108	101	108	108	108	
101	108	106	104	108	108	
101	101	101	101	108	101	
102	102	102	102	102	102	
101	102	102	102	102	102	
101	101	102	103	102	102	
102	101	102	102	101	102	
102	103	101	103	103	102	
101	101	101	101	101	101	
101	108	102	108	101	101	
102	102	102	102	102	102	
101	108	101	108	108	108	
102	103	101	101	103	101	
103	103	103	103	103	999	
101	108	106	108	108	101	
102	101	101	101	101	109	
101	108	101	108	108	108	
101	101	101	101	101	101	
101	101	101	101	101	101	
999	999	999	999	999	999	
101	101	101	101	101	101	
101	101	101	101	101	101	
101	108	102	108	101	101	
102	102	102	101	102	101	
101	102	102	101	109	103	
101	108	101	101	108	101	
101	101	102	101	101	102	
102	102	102	102	102	102	
102	101	102	102	109	101	
102	102	102	102	102	102	
101	101	101	101	108	101	
102	102	102	102	102	102	
101	108	102	108	108	101	
101	101	102	103	103	109	
101	109	102	102	101	101	
101	108	105	108	108	108	
101	102	102	101	101	101	
101	101	101	103	102	102	
101	108	101	108	101	101	
102	101	102	102	102	102	
101	108	101	108	108	101	
