101	102	105	107	108	
101	101	101	101	101	
103	103	103	103	102	
999	999	999	999	999	
103	103	103	103	102	
101	101	101	101	101	
103	103	103	103	103	
101	101	103	101	101	
101	101	101	101	101	
103	103	103	103	103	
999	999	999	999	999	
999	999	102	102	999	
103	108	108	108	103	
102	102	103	102	102	
103	103	103	105	999	
101	101	101	101	101	
101	101	101	101	101	
102	102	102	102	102	
103	103	103	103	102	
102	102	104	104	102	
101	101	101	101	101	
103	103	103	103	103	
999	999	999	999	999	
101	101	101	101	999	
999	999	999	999	999	
104	104	104	104	104	
103	103	102	102	102	
103	103	103	103	102	
102	102	102	102	102	
103	108	103	108	999	
999	999	999	999	999	
999	999	999	999	999	
103	104	107	107	104	
103	101	103	103	103	
999	999	999	999	999	
102	108	107	107	102	
106	103	102	106	106	
102	102	102	102	102	
102	103	102	103	102	
103	103	103	103	103	
103	101	103	103	104	
105	103	103	103	103	
103	103	102	102	103	
103	103	103	103	102	
999	999	999	999	999	
101	101	101	101	101	
101	107	107	107	104	
105	108	108	108	108	
999	999	999	999	999	
999	999	999	999	999	
999	999	999	106	999	
999	101	101	103	999	
102	103	101	103	104	
102	102	102	102	102	
103	103	103	103	103	
101	101	101	101	101	
103	103	103	103	103	
103	105	103	103	105	
101	101	101	101	101	
107	107	101	104	107	
999	999	999	999	999	
103	102	102	102	102	
102	108	102	102	102	
101	101	101	101	101	
102	102	102	102	102	
103	103	103	103	103	
999	999	999	999	999	
103	102	102	102	102	
103	103	103	103	103	
106	106	106	106	106	
102	102	103	103	103	
103	103	103	103	102	
999	999	999	101	999	
101	101	101	101	101	
999	999	999	999	999	
102	102	102	102	102	
103	103	103	105	999	
999	999	999	999	999	
999	999	999	999	999	
105	108	105	105	105	
103	103	103	103	103	
101	101	101	101	101	
103	103	103	103	103	
101	101	101	101	101	
102	102	999	102	999	
103	108	105	105	105	
999	999	999	999	999	
101	101	103	101	101	
102	102	102	102	102	
999	999	999	999	999	
103	103	103	103	103	
103	103	103	103	103	
103	103	102	103	103	
101	107	107	107	107	
103	101	103	103	103	
103	103	103	103	103	
102	102	103	102	999	
105	105	102	105	999	
103	101	103	103	104	
103	103	103	103	103	
999	999	999	999	999	
