101	102	105	107	108	
102	104	104	103	106	
105	105	105	105	105	
105	105	105	105	105	
102	104	103	103	104	
999	999	999	101	999	
102	103	102	103	102	
101	102	104	106	104	
104	103	104	104	107	
105	104	105	104	104	
106	106	106	106	106	
102	104	106	108	102	
105	107	107	107	107	
103	102	109	103	102	
999	999	999	104	999	
105	106	105	105	105	
105	104	105	104	104	
999	999	999	101	101	
102	102	102	102	102	
105	105	102	104	103	
102	102	102	102	102	
102	103	102	103	103	
105	105	105	105	104	
999	108	108	108	108	
102	102	102	102	103	
105	105	105	105	104	
105	103	102	102	103	
105	105	105	104	104	
105	105	105	104	105	
102	103	102	102	102	
105	105	104	104	104	
101	101	101	101	101	
105	105	105	101	105	
101	101	101	101	101	
102	103	104	103	103	
104	104	104	104	104	
108	104	108	108	104	
102	103	103	103	102	
101	101	101	104	107	
106	106	106	104	106	
105	105	105	105	104	
102	102	103	102	102	
102	110	103	106	110	
105	105	105	105	105	
105	105	105	105	105	
102	103	102	102	102	
102	102	102	102	102	
104	102	103	103	104	
102	103	102	103	103	
105	102	102	103	104	
999	999	999	101	999	
102	102	103	103	103	
105	102	105	104	104	
105	105	105	105	105	
105	105	105	104	104	
102	103	103	106	103	
999	999	999	999	101	
999	108	108	108	108	
102	102	102	102	102	
999	999	999	101	999	
104	103	103	104	104	
102	102	103	102	103	
105	101	105	104	104	
102	103	106	104	104	
105	105	105	105	105	
102	102	103	110	103	
999	108	106	106	101	
108	108	108	108	108	
102	103	102	106	104	
105	105	105	104	105	
999	108	108	108	108	
102	102	102	103	103	
102	103	103	103	103	
102	102	104	102	106	
106	106	104	106	106	
101	101	101	101	101	
101	101	101	105	104	
106	106	104	106	106	
105	101	101	101	101	
102	102	103	107	107	
106	104	104	103	103	
108	108	108	108	108	
101	101	101	101	101	
108	104	104	108	108	
105	105	105	105	105	
105	104	105	104	104	
105	105	105	105	104	
102	102	104	101	101	
101	101	107	107	104	
105	105	102	105	103	
101	101	107	101	101	
102	102	102	102	102	
104	101	101	101	101	
999	999	999	999	999	
999	999	999	999	999	
106	104	106	108	104	
102	110	110	110	103	
102	105	103	103	103	
102	103	102	102	103	
102	101	101	101	101	
105	104	105	104	104	
