101	102	105	107	108	
101	101	101	101	101	
105	102	105	102	102	
101	101	101	101	101	
101	101	101	101	101	
101	101	101	101	101	
102	999	102	102	999	
102	102	102	102	102	
105	105	105	105	105	
101	102	101	101	101	
999	999	999	999	999	
101	101	101	101	101	
101	101	101	101	101	
101	101	101	101	101	
101	102	101	101	999	
999	102	101	101	999	
102	999	102	102	999	
999	102	101	101	999	
101	101	101	101	101	
101	101	101	101	101	
101	101	102	101	101	
102	102	101	101	101	
101	101	102	102	102	
101	102	101	101	101	
102	102	101	101	101	
101	999	102	102	999	
101	101	101	101	101	
101	102	999	101	999	
101	101	101	101	101	
101	101	101	108	108	
101	101	102	102	102	
101	107	101	101	101	
999	999	999	103	999	
101	999	102	102	999	
101	999	102	102	999	
101	999	102	102	999	
101	105	101	101	101	
101	101	101	101	999	
102	999	102	102	999	
101	101	101	101	101	
999	102	999	102	999	
999	101	101	101	999	
101	101	101	101	101	
105	105	105	105	105	
101	102	108	102	101	
102	102	102	102	102	
101	101	101	101	101	
999	102	101	101	999	
102	102	102	102	102	
101	101	101	101	101	
102	102	102	102	102	
101	101	101	101	101	
108	101	101	101	101	
102	102	102	102	102	
105	101	102	102	999	
101	101	101	101	101	
101	101	101	101	101	
102	102	102	999	102	
999	999	999	999	999	
101	101	101	101	101	
101	101	101	101	101	
102	102	105	102	102	
101	101	101	101	101	
102	102	102	999	102	
999	999	999	999	999	
101	101	101	101	101	
105	105	101	105	105	
101	101	101	101	101	
102	101	102	102	999	
102	999	102	102	999	
102	999	102	102	999	
101	102	101	101	101	
999	999	999	999	999	
101	102	101	101	101	
101	101	101	101	101	
101	101	102	102	101	
101	101	101	101	101	
999	999	102	102	999	
999	999	999	999	999	
101	999	999	101	999	
102	102	102	102	999	
999	101	101	101	101	
102	102	102	101	102	
999	102	101	101	999	
102	102	102	999	102	
999	999	999	999	999	
101	101	101	101	101	
101	101	101	101	101	
101	102	102	101	101	
101	101	101	101	101	
102	102	102	102	102	
101	101	101	101	101	
101	102	101	101	101	
101	102	101	101	101	
101	101	101	101	101	
102	999	102	102	999	
102	102	102	102	102	
105	105	105	105	105	
101	101	101	101	101	
101	101	101	101	101	
