101	102	105	107	108	
104	104	104	104	104	
101	101	101	101	101	
101	103	101	103	101	
104	104	104	104	104	
999	103	103	101	101	
102	102	103	102	102	
101	101	101	101	104	
101	103	101	101	101	
103	101	101	101	101	
104	999	104	104	104	
999	102	104	101	104	
103	103	103	101	999	
101	101	101	103	101	
104	104	104	104	104	
101	103	109	101	101	
101	101	103	101	999	
101	103	101	101	101	
101	101	101	101	101	
101	103	101	103	103	
999	109	109	104	999	
999	103	999	101	999	
104	109	104	111	111	
101	101	101	101	101	
102	102	999	102	102	
104	109	109	109	999	
104	109	109	109	999	
102	102	999	102	102	
999	999	104	104	104	
101	101	101	101	103	
104	999	104	104	104	
101	103	101	101	101	
104	109	104	104	104	
103	103	101	101	103	
101	101	101	101	103	
101	101	103	101	101	
101	103	101	101	101	
101	103	101	101	101	
104	999	104	104	104	
101	101	101	104	101	
103	101	101	101	103	
101	101	101	101	101	
999	109	109	109	999	
104	109	104	104	104	
101	101	103	103	103	
104	109	999	104	999	
101	104	104	101	104	
104	999	104	104	104	
101	103	101	101	101	
101	103	101	101	101	
101	101	101	101	101	
101	104	101	103	104	
104	109	104	104	104	
104	109	104	104	109	
999	101	999	104	999	
101	103	101	101	101	
101	103	101	101	101	
101	103	101	103	103	
106	999	999	104	999	
104	999	101	104	104	
103	107	101	999	999	
999	109	104	104	109	
101	104	103	101	103	
104	101	104	109	104	
104	109	104	104	104	
999	109	104	101	999	
101	101	101	101	101	
101	101	101	101	101	
101	101	101	101	999	
101	103	101	103	103	
104	999	104	104	104	
104	109	104	109	109	
101	103	103	103	103	
103	101	101	101	103	
103	103	103	103	103	
101	103	101	101	101	
101	105	105	101	103	
103	103	101	103	101	
104	109	104	104	104	
101	999	999	101	999	
999	109	104	101	101	
101	105	101	101	103	
999	101	101	101	999	
104	104	104	104	104	
104	104	111	111	111	
999	109	104	110	107	
999	109	104	109	999	
999	109	104	101	101	
999	109	999	101	999	
101	103	101	101	101	
101	103	101	101	101	
101	101	101	101	105	
103	101	101	103	103	
101	101	101	101	101	
104	104	104	104	104	
104	109	104	104	104	
999	999	999	104	999	
105	105	105	105	105	
103	103	103	103	103	
101	103	101	101	101	
