101	102
1	2
1	1
1	5
999	999
1	1
999	999
999	999
1	1
999	999
1	1
999	999
999	999
1	1
1	1
999	999
999	999
999	999
1	1
1	1
999	999
999	999
1	1
1	3
999	999
999	999
1	1
999	999
1	1
999	999
1	1
999	999
999	999
999	999
999	999
1	2
1	1
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
1	4
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
1	4
999	999
999	999
999	999
999	999
999	999
999	2
999	999
999	999
999	999
999	999
999	1
999	999
999	999
999	2
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
1	999
999	999
1	2
999	999
999	999
999	999
999	999
999	999
999	999
1	1
1	1
999	999
999	999
999	999
999	999
999	1
999	999
999	999
1	1
999	999
999	999
999	999
999	999
999	999
1	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	999
999	1
999	999
999	999
999	999
999	999
999	999
1	1
1	1
999	999
999	999
999	999
1	1
999	999
999	999
999	999
999	999
999	999
999	999
999	999
